,event_date,event_name,num_flooded,WDF2,WSF2,AWDR,AWND,WGF6,ht,hht,lt,llt,r15_td,rhr_td,td_av,gw_av,r15mx,rhrmx,rd,r3d
66,2010-10-09,,0.0,25.0,8.5,245.0,3.15,3.15,1.826,2.29,-1.352,-1.6355,,,0.283239583334,3.32641011905,0.0,-6.31439345255e-16,0.0,-7.5055702394e-16
67,2010-10-10,,0.0,230.0,11.55,233.0,4.6,4.6,1.86,2.633,-0.7975,-1.1565,,,0.660027083334,3.18039960318,0.0,-6.31439345255e-16,0.0,-7.5055702394e-16
68,2010-10-11,,0.0,235.0,11.5,237.0,6.85,6.85,2.159,2.267,-0.82,-0.8825,,,0.565629166667,3.0704577381,0.0,-6.31439345255e-16,0.0,-7.5055702394e-16
69,2010-10-12,,0.0,285.0,12.55,236.0,4.9,4.9,1.6175,2.139,-0.341,-0.894,,,0.607210416666,2.99651686508,0.0,-6.31439345255e-16,0.0,-7.5055702394e-16
70,2010-10-13,,0.0,30.0,18.45,47.0,9.7,9.7,2.014,2.6785,0.254,0.192,2.01025,2.01025,1.24469583333,2.92512123016,0.00125,0.00125,0.00166666666667,-7.5055702394e-16
71,2010-10-14,,0.0,330.0,19.0,98.0,7.05,7.05,2.003,2.333,0.39,0.003,0.982989583333,1.38802083333,1.1903625,3.00924503968,0.23125,0.38625,0.384166666667,0.00166666666667
72,2010-10-15,,0.0,320.0,19.0,282.0,8.3,8.3,2.1425,1.76,-0.2295,-0.62,1.72178333334,1.71625,0.740820833333,3.04693293651,0.00625,0.0075,0.005,0.385833333333
73,2010-10-16,,0.0,330.0,21.5,296.0,9.5,9.5,0.74975,0.74975,-1.1535,-1.1875,,,-0.09949375,2.9166922619,0.0,-6.2059732353e-16,0.0,0.390833333333
74,2010-10-17,,0.0,235.0,14.1,231.0,6.35,6.35,1.2005,0.9925,-0.705,-0.8715,,,0.120485416667,2.83855496032,0.0,-6.2059732353e-16,0.0,0.389166666667
75,2010-10-18,,0.0,50.0,13.55,63.0,4.6,4.6,1.7125,1.7125,-0.394,-0.394,,,0.697675,2.79401765873,0.0,-6.2059732353e-16,0.0,0.005
76,2010-10-19,,0.0,150.0,13.0,45.0,7.6,7.6,1.919,1.919,-0.2755,-0.489,0.16875,0.16875,0.8339875,2.77469166667,0.00125,0.00125,0.000833333333333,-7.45063732933e-16
77,2010-10-20,,0.0,15.0,15.55,52.0,8.75,8.75,2.1915,2.1915,-0.1575,-0.2985,,,1.02267916666,2.74983928572,0.0,-6.2059732353e-16,0.0,0.000833333333333
78,2010-10-21,,0.0,20.0,20.45,261.0,9.85,9.85,1.91275,1.91275,-0.6085,-0.6085,,,0.642497916667,2.71683710318,0.0,-6.2059732353e-16,0.0,0.000833333333333
79,2010-10-22,,0.0,180.0,18.0,352.0,5.7,5.7,1.3645,2.067,-0.73575,-0.73575,2.07025,2.07025,0.519664583333,2.62941686508,0.00125,0.00125,0.000833333333333,0.000833333333333
