field_1,﻿recid,location,event,eventType,xcoord,ycoord,dt,_date,_time,lon,lat
805,4934,426 GRANBY STREET,unnamed  (7/30/2016),Flooded street,12129720.0839,3477176.41517,2016-08-31 09:57:43.000,8/31/2016 ,2016-08-31 09:57:43.000,-76.289215,36.851804
806,4935,426 GRANBY STREET,unnamed  (7/30/2016),Flooded Underpass,12129720.0839,3477176.41517,2016-08-31 09:57:43.000,8/31/2016 ,2016-08-31 09:57:43.000,-76.289215,36.851804
807,4939,4002 GRANBY STREET,unnamed  (7/30/2016),Flooded street,12131798.6103,3488749.9714,2016-08-31 09:57:46.000,8/31/2016 ,2016-08-31 09:57:46.000,-76.281183,36.883449
808,4940,800 BLOCK OF ALMA DRIVE,unnamed  (7/30/2016),Flooded street,12141367.6079,3501993.79966,2016-08-31 09:57:49.000,8/31/2016 ,2016-08-31 09:57:49.000,-76.247395,36.919192
809,4944,4TH VIEW STREET & W OCEAN VIEW AVENUE,HERMINE (9/2/2016),Flooded street,12137042,3516670.00002,2016-09-03 03:21:21.000,9/3/2016  ,2016-09-03 03:21:21.000,-76.260997,36.959773
810,4950,CORPREW AVENUE & PARK AVENUE,HERMINE (9/2/2016),Flooded street,12136283,3476885.99989,2016-09-03 04:55:30.000,9/3/2016  ,2016-09-03 04:55:30.000,-76.266815,36.850582
811,4951,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,HERMINE (9/2/2016),Flooded street,12136628.5001,3477394.62495,2016-09-03 04:55:58.000,9/3/2016  ,2016-09-03 04:55:58.000,-76.265593,36.851956
812,4954,1700 BLOCK OF MONTICELLO AVENUE,HERMINE (9/2/2016),Flooded street,12130811.4999,3481862.74992,2016-09-03 05:04:02.000,9/3/2016  ,2016-09-03 05:04:02.000,-76.285110,36.864602
813,4957,1800 BLOCK OF E BRAMBLETON AVENUE,HERMINE (9/2/2016),Flooded street,12135652.2022,3475119.38417,2016-09-03 05:42:35.000,9/3/2016  ,2016-09-03 05:42:35.000,-76.269112,36.845772
814,4970,E PRINCESS ANNE ROAD & INGLESIDE ROAD,HERMINE (9/2/2016),Flooded street,12142817.4999,3481606.37505,2016-09-03 07:03:04.000,9/3/2016  ,2016-09-03 07:03:04.000,-76.244103,36.863117
815,4972,900 BAGNALL ROAD,HERMINE (9/2/2016),Flooded street,12133290.2773,3478374.5561,2016-09-03 08:26:51.000,9/3/2016  ,2016-09-03 08:26:51.000,-76.276920,36.854863
816,4974,7000 BLOCK OF HAMPTON BOULEVARD,HERMINE (9/2/2016),Flooded street,12124657.254,3496896.18282,2016-09-03 08:54:54.000,9/3/2016  ,2016-09-03 08:54:54.000,-76.304946,36.906276
817,4976,6000 BLOCK OF HAMPTON BOULEVARD,HERMINE (9/2/2016),Flooded street,12125322.6638,3493263.67598,2016-09-03 10:43:40.000,9/3/2016  ,2016-09-03 10:43:40.000,-76.302960,36.896259
818,4987,E VIRGINIA BEACH BOULEVARD & MONTICELLO AVENUE,HERMINE (9/2/2016),Flooded street,12130305.0001,3479539.25006,2016-09-03 11:32:12.000,9/3/2016  ,2016-09-03 11:32:12.000,-76.287027,36.858254
819,4988,I-264E HIGHWAY & TIDEWATER DRIVE,HERMINE (9/2/2016),Flooded street,12131872.5,3474347.49984,2016-09-03 11:33:51.000,9/3/2016  ,2016-09-03 11:33:51.000,-76.282088,36.843897
820,4989,TIDEWATER DRIVE & I-264W HIGHWAY,HERMINE (9/2/2016),Flooded street,12133082.0001,3474813.37506,2016-09-03 11:34:31.000,9/3/2016  ,2016-09-03 11:34:31.000,-76.277918,36.845098
821,4996,100 BLOCK OF MEMORIAL PLACE,HERMINE (9/2/2016),Flooded street,12128357.6716,3478639.87803,2016-09-03 12:37:53.000,9/3/2016  ,2016-09-03 12:37:53.000,-76.293753,36.855910
822,4997,700 BLOCK OF MOWBRAY ARCH,HERMINE (9/2/2016),Flooded street,12128733.5091,3479526.11899,2016-09-03 12:39:48.000,9/3/2016  ,2016-09-03 12:39:48.000,-76.292398,36.858319
823,4998,700 BLOCK OF BOTETOURT STREET,HERMINE (9/2/2016),Flooded street,12127759.5996,3478815.5787,2016-09-03 12:41:32.000,9/3/2016  ,2016-09-03 12:41:32.000,-76.295783,36.856431
824,4999,DRUMMOND PLACE & MOWBRAY ARCH,HERMINE (9/2/2016),Flooded street,12127661.9999,3478465.99987,2016-09-03 12:42:05.000,9/3/2016  ,2016-09-03 12:42:05.000,-76.296144,36.855477
825,5000,MILL STREET & MOWBRAY ARCH,HERMINE (9/2/2016),Flooded street,12126682.0001,3478837.49999,2016-09-03 12:43:09.000,9/3/2016  ,2016-09-03 12:43:09.000,-76.299463,36.856560
826,5001,500 BLOCK OF MOWBRAY ARCH,HERMINE (9/2/2016),Flooded street,12126840.0281,3479613.14559,2016-09-03 12:50:29.000,9/3/2016  ,2016-09-03 12:50:29.000,-76.298861,36.858680
827,5002,FAIRFAX AVENUE & MOWBRAY ARCH,HERMINE (9/2/2016),Flooded street,12127620.9999,3479294.12509,2016-09-03 12:52:01.000,9/3/2016  ,2016-09-03 12:52:01.000,-76.296218,36.857754
828,5003,600 BLOCK OF MOWBRAY ARCH,HERMINE (9/2/2016),Flooded street,12128586.7577,3479301.90698,2016-09-03 12:53:10.000,9/3/2016  ,2016-09-03 12:53:10.000,-76.292917,36.857713
829,5004,MOWBRAY ARCH & PEMBROKE AVENUE,HERMINE (9/2/2016),Flooded street,12126727,3479420.50008,2016-09-03 12:54:16.000,9/3/2016  ,2016-09-03 12:54:16.000,-76.299263,36.858158
830,5005,601 PEMBROKE AVENUE,HERMINE (9/2/2016),Flooded street,12126245.9995,3479509.99955,2016-09-03 12:54:57.000,9/3/2016  ,2016-09-03 12:54:57.000,-76.300899,36.858434
831,5007,MOWBRAY ARCH & W OLNEY ROAD,HERMINE (9/2/2016),Flooded street,12127767.5,3479541.62497,2016-09-03 12:58:44.000,9/3/2016  ,2016-09-03 12:58:44.000,-76.295698,36.858424
832,5008,100 BLOCK OF W OLNEY ROAD,HERMINE (9/2/2016),Flooded street,12129574.8645,3478775.34928,2016-09-03 13:06:25.000,9/3/2016  ,2016-09-03 13:06:25.000,-76.289583,36.856204
833,5009,200 BLOCK OF W OLNEY ROAD,HERMINE (9/2/2016),Flooded street,12128849.7034,3478993.34438,2016-09-03 13:06:49.000,9/3/2016  ,2016-09-03 13:06:49.000,-76.292044,36.856849
834,5010,300 BLOCK OF W OLNEY ROAD,HERMINE (9/2/2016),Flooded street,12128230.992,3479291.87914,2016-09-03 13:07:24.000,9/3/2016  ,2016-09-03 13:07:24.000,-76.294134,36.857708
835,5011,MAGAZINE LANE & W OLNEY ROAD,HERMINE (9/2/2016),Flooded street,12129759.9999,3478765.99997,2016-09-03 13:10:26.000,9/3/2016  ,2016-09-03 13:10:26.000,-76.288951,36.856166
836,5012,BOUSH STREET & W OLNEY ROAD,HERMINE (9/2/2016),Flooded street,12129207,3478802.50015,2016-09-03 13:11:13.000,9/3/2016  ,2016-09-03 13:11:13.000,-76.290838,36.856302
837,5013,W OLNEY ROAD & VOSS STREET,HERMINE (9/2/2016),Flooded street,12129355.9998,3478786.00015,2016-09-03 13:11:46.000,9/3/2016  ,2016-09-03 13:11:46.000,-76.290330,36.856247
838,5014,W OLNEY ROAD & W WILSON AVENUE,HERMINE (9/2/2016),Flooded street,12129453.9999,3478781.25,2016-09-03 13:12:10.000,9/3/2016  ,2016-09-03 13:12:10.000,-76.289996,36.856228
839,5015,W OLNEY ROAD & W VIRGINIA BEACH BOULEVARD,HERMINE (9/2/2016),Flooded street,12128851.3705,3478992.19514,2016-09-03 13:13:17.000,9/3/2016  ,2016-09-03 13:13:17.000,-76.292038,36.856846
840,5016,BOUSH STREET & W VIRGINIA BEACH BOULEVARD,HERMINE (9/2/2016),Flooded street,12129168.678,3479134.05056,2016-09-03 13:13:53.000,9/3/2016  ,2016-09-03 13:13:53.000,-76.290942,36.857215
841,5017,LLEWELLYN AVENUE & W VIRGINIA BEACH BOULEVARD,HERMINE (9/2/2016),Flooded street,12129060.3391,3479121.27531,2016-09-03 13:14:22.000,9/3/2016  ,2016-09-03 13:14:22.000,-76.291314,36.857187
842,5018,GRACE STREET & MEMORIAL PLACE,HERMINE (9/2/2016),Flooded street,12128377,3478506.50002,2016-09-03 13:15:59.000,9/3/2016  ,2016-09-03 13:15:59.000,-76.293698,36.855542
843,5019,CORPREW AVENUE & MADISON AVENUE,HERMINE (9/2/2016),Flooded street,12136540.9999,3476881.25006,2016-09-03 13:16:55.000,9/3/2016  ,2016-09-03 13:16:55.000,-76.265933,36.850552
844,5020,700 BLOCK OF YARMOUTH STREET,HERMINE (9/2/2016),Flooded street,12128396.9451,3478245.3603,2016-09-03 13:16:59.000,9/3/2016  ,2016-09-03 13:16:59.000,-76.293650,36.854824
845,5021,900 BLOCK OF BAGNALL ROAD,HERMINE (9/2/2016),Flooded street,12133471.296,3478200.46488,2016-09-03 13:17:26.000,9/3/2016  ,2016-09-03 13:17:26.000,-76.276315,36.854374
846,5022,200 BLOCK OF GRACE STREET,HERMINE (9/2/2016),Flooded street,12128805.5394,3478536.22435,2016-09-03 13:17:38.000,9/3/2016  ,2016-09-03 13:17:38.000,-76.292231,36.855596
847,5046,E CHARLOTTE STREET & WALKE STREET,HERMINE (9/2/2016),Flooded street,12132635.9999,3476010.99994,2016-09-03 22:41:22.000,9/3/2016  ,2016-09-03 22:41:22.000,-76.279346,36.848416
848,5047,4100 BLOCK OF LLEWELLYN AVENUE,HERMINE (9/2/2016),Flooded street,12131229.6331,3489253.6899,2016-09-04 23:28:08.000,9/4/2016  ,2016-09-04 23:28:08.000,-76.283088,36.884869
849,5076,900 BLOCK OF E BRAMBLETON AVENUE,HEAVY RAIN (9/19/2016),Flooded street,12132896.4683,3477327.2773,2016-09-19 16:33:27.000,9/19/2016 ,2016-09-19 16:33:27.000,-76.278350,36.852013
850,5077,POPLAR HALL DRIVE & RING ROAD,HEAVY RAIN (9/19/2016),Flooded street,12154071.5,3476747.12502,2016-09-19 16:35:26.000,9/19/2016 ,2016-09-19 16:35:26.000,-76.206049,36.849029
851,5078,AZALEA GARDEN ROAD & NORVIEW AVENUE,HEAVY RAIN (9/19/2016),Flooded street,12150910.9999,3494387.125,2016-09-19 16:36:15.000,9/19/2016 ,2016-09-19 16:36:15.000,-76.215388,36.897676
852,5079,AZALEA GARDEN ROAD & E LITTLE CREEK ROAD,HEAVY RAIN (9/19/2016),Flooded street,12151761.5001,3500860.25005,2016-09-19 16:37:10.000,9/19/2016 ,2016-09-19 16:37:10.000,-76.211944,36.915393
853,5080,CROMWELL DRIVE & TIDEWATER DRIVE,HEAVY RAIN (9/19/2016),Flooded street,12137894.9999,3489930.75005,2016-09-19 16:38:12.000,9/19/2016 ,2016-09-19 16:38:12.000,-76.260249,36.886296
854,5081,CROMWELL DRIVE & WILLOW WOOD DRIVE,HEAVY RAIN (9/19/2016),Flooded street,12136627.5001,3490511.37507,2016-09-19 16:39:05.000,9/19/2016 ,2016-09-19 16:39:05.000,-76.264535,36.887973
855,5082,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,HEAVY RAIN (9/19/2016),Flooded street,12134007.9999,3478239.25001,2016-09-19 16:54:00.000,9/19/2016 ,2016-09-19 16:54:00.000,-76.274478,36.854445
856,5083,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,HEAVY RAIN (9/19/2016),Flooded street,12136628.5001,3477394.62495,2016-09-19 16:54:29.000,9/19/2016 ,2016-09-19 16:54:29.000,-76.265593,36.851956
857,5084,BLUESTONE AVENUE & 49TH STREET,HEAVY RAIN (9/19/2016),Flooded street,12124520,3490101.75003,2016-09-19 16:55:08.000,9/19/2016 ,2016-09-19 16:55:08.000,-76.305956,36.887628
858,5085,E PRINCESS ANNE ROAD & MONTICELLO AVENUE,HEAVY RAIN (9/19/2016),Flooded street,12130363.0001,3480389.2501,2016-09-19 17:14:05.000,9/19/2016 ,2016-09-19 17:14:05.000,-76.286761,36.860584
859,5086,CHESAPEAKE BOULEVARD & AVENUE J,HEAVY RAIN (9/19/2016),Flooded street,12143164,3499990.50005,2016-09-19 17:14:56.000,9/19/2016 ,2016-09-19 17:14:56.000,-76.241415,36.913574
860,5087,4TH VIEW STREET & W OCEAN VIEW AVENUE,unnamed  (9/20/2016),Flooded street,12137042,3516670.00002,2016-09-21 05:12:01.000,9/21/2016 ,2016-09-21 05:12:01.000,-76.260997,36.959773
861,5088,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,unnamed  (9/20/2016),Flooded street,12134007.9999,3478239.25001,2016-09-21 05:13:14.000,9/21/2016 ,2016-09-21 05:13:14.000,-76.274478,36.854445
862,5089,E VIRGINIA BEACH BOULEVARD & DUBOSE DRIVE,unnamed  (9/20/2016),Flooded street,12137403,3477473.50007,2016-09-21 05:13:57.000,9/21/2016 ,2016-09-21 05:13:57.000,-76.262940,36.852122
863,5090,E 21ST STREET & MONTICELLO AVENUE,unnamed  (9/20/2016),Flooded underpass,12131101.5001,3482796.49995,2016-09-21 05:14:32.000,9/21/2016 ,2016-09-21 05:14:32.000,-76.284044,36.867147
864,5091,38TH STREET & LLEWELLYN AVENUE,unnamed  (9/20/2016),Flooded street,12130692.9999,3487664.75014,2016-09-21 05:15:03.000,9/21/2016 ,2016-09-21 05:15:03.000,-76.285050,36.880541
865,5092,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,unnamed  (9/20/2016),Flooded street,12136628.5001,3477394.62495,2016-09-21 05:17:38.000,9/21/2016 ,2016-09-21 05:17:38.000,-76.265593,36.851956
866,5093,HAMPTON BOULEVARD & PORTER STREET,unnamed  (9/20/2016),Flooded street,12122002.0001,3502075.00009,2016-09-21 05:28:35.000,9/21/2016 ,2016-09-21 05:28:35.000,-76.313615,36.920666
867,5095,11TH STREET & MONTICELLO AVENUE,unnamed  (9/20/2016),Flooded street,12130286.0001,3480118.99988,2016-09-21 06:54:48.000,9/21/2016 ,2016-09-21 06:54:48.000,-76.287046,36.859847
868,5096,NORVELLA AVENUE & SEWELLS POINT ROAD,unnamed  (9/20/2016),Flooded street,12144806.9999,3490225.50005,2016-09-21 06:55:18.000,9/21/2016 ,2016-09-21 06:55:18.000,-76.236598,36.886653
869,5097,6600 BLOCK OF AZALEA GARDEN ROAD,unnamed  (9/20/2016),Flooded street,12152269.5,3496779.25,2016-09-21 06:56:53.000,9/21/2016 ,2016-09-21 06:56:53.000,-76.210546,36.904154
870,5098,1100 BLOCK OF E VIRGINIA BEACH BOULEVARD,unnamed  (9/20/2016),Flooded underpass,12134531.1045,3478069.53484,2016-09-21 06:57:33.000,9/21/2016 ,2016-09-21 06:57:33.000,-76.272705,36.853946
871,5099,GARDNER DRIVE & SPRINGMEADOW BOULEVARD,unnamed  (9/20/2016),Flooded street,12148171.9999,3497869.99996,2016-09-21 06:58:08.000,9/21/2016 ,2016-09-21 06:58:08.000,-76.224465,36.907421
872,5100,1300 BLOCK OF KEMPSVILLE ROAD,unnamed  (9/20/2016),Flooded street,12154365.9174,3484005.26441,2016-09-21 07:08:01.000,9/21/2016 ,2016-09-21 07:08:01.000,-76.204440,36.868939
873,5101,8700 BLOCK OF HAMPTON BOULEVARD,unnamed  (9/20/2016),Flooded street,12120584.2841,3506253.92766,2016-09-21 07:11:30.000,9/21/2016 ,2016-09-21 07:11:30.000,-76.318133,36.932231
874,5102,BESSIE STREET & JANET DRIVE,unnamed  (9/20/2016),Flooded street,12148101.0001,3492583.5001,2016-09-21 07:12:07.000,9/21/2016 ,2016-09-21 07:12:07.000,-76.225144,36.892910
875,5103,1402 LOIS LANE,unnamed  (9/20/2016),Flooded street,12146331.5353,3493615.03381,2016-09-21 07:25:19.000,9/21/2016 ,2016-09-21 07:25:19.000,-76.231108,36.895859
876,5104,GRANBY STREET & W LITTLE CREEK ROAD,unnamed  (9/20/2016),Flooded street,12133980.9999,3500220.49986,2016-09-21 07:34:43.000,9/21/2016 ,2016-09-21 07:34:43.000,-76.272798,36.914804
877,5105,152 DUPRE AVENUE,unnamed  (9/20/2016),Flooded street,12138352.389,3513536.2785,2016-09-21 07:37:26.000,9/21/2016 ,2016-09-21 07:37:26.000,-76.256768,36.951083
878,5106,313 E LITTLE CREEK ROAD,unnamed  (9/20/2016),Flooded street,12136450.9992,3501355.99919,2016-09-21 07:48:13.000,9/21/2016 ,2016-09-21 07:48:13.000,-76.264260,36.917762
879,5107,6437 AZALEA GARDEN ROAD,unnamed  (9/20/2016),Flooded street,12151512.5278,3495808.24981,2016-09-21 07:56:21.000,9/21/2016 ,2016-09-21 07:56:21.000,-76.213214,36.901538
880,5108,1000 MONTICELLO AVENUE,unnamed  (9/20/2016),Flooded street,12130315.9858,3479908.72467,2016-09-21 07:57:34.000,9/21/2016 ,2016-09-21 07:57:34.000,-76.286960,36.859268
881,5109,1700 BLOCK OF BANNING ROAD,unnamed  (9/20/2016),Flooded street,12147748.4806,3498345.01197,2016-09-21 07:59:09.000,9/21/2016 ,2016-09-21 07:59:09.000,-76.225874,36.908753
882,5110,17TH STREET & MONTICELLO AVENUE,unnamed  (9/20/2016),Flooded street,12130769.9999,3481728.74975,2016-09-21 08:02:48.000,9/21/2016 ,2016-09-21 08:02:48.000,-76.285263,36.864236
883,5111,KEMPSVILLE ROAD & LOWERY ROAD,unnamed  (9/20/2016),Flooded street,12154538.9999,3483141.50013,2016-09-21 08:11:44.000,9/21/2016 ,2016-09-21 08:11:44.000,-76.203920,36.866556
884,5112,NORTHAMPTON BOULEVARD & USAA DRIVE,unnamed  (9/20/2016),Flooded street,12153715.5,3485970.62499,2016-09-21 08:12:16.000,9/21/2016 ,2016-09-21 08:12:16.000,-76.206500,36.874379
885,5113,6937 GARDNER DRIVE,unnamed  (9/20/2016),Flooded street,12148094.3052,3498073.751,2016-09-21 08:14:27.000,9/21/2016 ,2016-09-21 08:14:27.000,-76.224714,36.907985
886,5114,145 N ABILENE AVENUE,unnamed  (9/20/2016),Flooded street,12158231.9994,3474575.24934,2016-09-21 08:36:47.000,9/21/2016 ,2016-09-21 08:36:47.000,-76.192016,36.842787
887,5117,E BALVIEW AVENUE & VINING STREET,unnamed  (9/20/2016),Flooded street,12144428.9999,3510055.2501,2016-09-21 08:58:36.000,9/21/2016 ,2016-09-21 08:58:36.000,-76.236264,36.941126
888,5118,HANSON AVENUE & GOFF STREET,unnamed  (9/20/2016),Flooded street,12135792.5,3479229.75014,2016-09-21 08:59:29.000,9/21/2016 ,2016-09-21 08:59:29.000,-76.268301,36.857050
889,5119,E PRINCESS ANNE ROAD & MONTICELLO AVENUE,unnamed  (9/20/2016),Flooded street,12130363.0001,3480389.2501,2016-09-21 09:00:18.000,9/21/2016 ,2016-09-21 09:00:18.000,-76.286761,36.860584
890,5121,3486 JOHNS STREET,unnamed  (9/20/2016),Flooded street,12147693.4066,3491151.50075,2016-09-21 09:18:30.000,9/21/2016 ,2016-09-21 09:18:30.000,-76.226655,36.889005
891,5122,1053 DUBOSE DRIVE,unnamed  (9/20/2016),Flooded street,12137729.7704,3477795.56243,2016-09-21 09:30:55.000,9/21/2016 ,2016-09-21 09:30:55.000,-76.261798,36.852986
892,5124,CALVIN AVENUE & HALPRIN DRIVE,unnamed  (9/20/2016),Flooded underpass,12149860.0001,3501979.24987,2016-09-21 09:46:22.000,9/21/2016 ,2016-09-21 09:46:22.000,-76.218354,36.918592
893,5125,FISHERMANS ROAD & QUINCY STREET,unnamed  (9/20/2016),Flooded street,12143894.0001,3506801.25002,2016-09-21 09:56:39.000,9/21/2016 ,2016-09-21 09:56:39.000,-76.238361,36.932227
894,5127,820 E 29TH STREET,unnamed  (9/20/2016),Flooded street,12133013.7292,3485055.79105,2016-09-21 10:13:03.000,9/21/2016 ,2016-09-21 10:13:03.000,-76.277327,36.873227
895,5129,E LITTLE CREEK ROAD & FORT WORTH AVENUE,unnamed  (9/20/2016),Flooded street,12136125.9999,3501252.74995,2016-09-21 10:43:11.000,9/21/2016 ,2016-09-21 10:43:11.000,-76.265380,36.917500
896,5130,2312 FAIRBANKS AVENUE,unnamed  (9/20/2016),Flooded street,12144060.1103,3483415.49921,2016-09-21 10:53:40.000,9/21/2016 ,2016-09-21 10:53:40.000,-76.239708,36.868003
897,5131,CAROLINA AVENUE & MAYFLOWER ROAD,unnamed  (9/20/2016),Flooded street,12128087.9999,3488224.24989,2016-09-21 11:05:08.000,9/21/2016 ,2016-09-21 11:05:08.000,-76.293909,36.882244
898,5132,E 28TH STREET & GAZEL STREET,unnamed  (9/20/2016),Flooded street,12132797.9999,3484628.49989,2016-09-21 11:16:05.000,9/21/2016 ,2016-09-21 11:16:05.000,-76.278099,36.872068
899,5133,3412 HERBERT STREET,unnamed  (9/20/2016),Flooded street,12146547.2711,3489821.50753,2016-09-21 11:27:33.000,9/21/2016 ,2016-09-21 11:27:33.000,-76.230682,36.885429
900,5134,1510 CRANE AVENUE,unnamed  (9/20/2016),Flooded street,12145272.3435,3502182.21973,2016-09-21 11:31:56.000,9/21/2016 ,2016-09-21 11:31:56.000,-76.234026,36.919453
901,5135,6961 RIDDICK STREET,unnamed  (9/20/2016),Flooded street,12146110.444,3498005.38824,2016-09-21 11:46:32.000,9/21/2016 ,2016-09-21 11:46:32.000,-76.231503,36.907929
902,5136,3418 HUMBOLDT STREET,unnamed  (9/20/2016),Flooded street,12146000.8504,3489725.56948,2016-09-21 12:18:28.000,9/21/2016 ,2016-09-21 12:18:28.000,-76.232558,36.885201
903,5137,JOHNSTONS ROAD & RED BROOK ROAD,unnamed  (9/20/2016),Flooded street,12146671.0001,3498942.99994,2016-09-21 12:22:19.000,9/21/2016 ,2016-09-21 12:22:19.000,-76.229509,36.910466
904,5138,CHELSEA AVENUE & MAPLE AVENUE,unnamed  (9/20/2016),Flooded street,12137604.0001,3512248.25012,2016-09-21 12:30:58.000,9/21/2016 ,2016-09-21 12:30:58.000,-76.259433,36.947595
905,5139,5371 WYNGATE DRIVE,unnamed  (9/20/2016),Flooded street,12149962.9163,3479792.35987,2016-09-21 12:33:22.000,9/21/2016 ,2016-09-21 12:33:22.000,-76.219835,36.857664
906,5140,107 AMARILLO AVENUE,unnamed  (9/20/2016),Flooded street,12157874.3326,3474077.99904,2016-09-21 12:33:52.000,9/21/2016 ,2016-09-21 12:33:52.000,-76.193279,36.841446
907,5141,3800 PETERSON STREET,unnamed  (9/20/2016),Flooded street,12142877.5664,3485537.69313,2016-09-21 12:36:53.000,9/21/2016 ,2016-09-21 12:36:53.000,-76.243576,36.873908
908,5142,8921 HAMMETT AVENUE,unnamed  (9/20/2016),Flooded street,12138576.4996,3509252.55472,2016-09-21 12:52:15.000,9/21/2016 ,2016-09-21 12:52:15.000,-76.256350,36.939306
909,5143,1742 BANNING ROAD,unnamed  (9/20/2016),Flooded street,12147973.5009,3498629.05493,2016-09-21 13:01:43.000,9/21/2016 ,2016-09-21 13:01:43.000,-76.225082,36.909518
910,5144,6700 AZALEA GARDEN ROAD,unnamed  (9/20/2016),Flooded street,12153632.0491,3496391.05992,2016-09-21 13:04:13.000,9/21/2016 ,2016-09-21 13:04:13.000,-76.205919,36.902997
911,5145,9400 BLOCK OF WELLS PARKWAY,unnamed  (9/20/2016),Flooded street,12139395.512,3512535.12073,2016-09-21 13:04:42.000,9/21/2016 ,2016-09-21 13:04:42.000,-76.253281,36.948266
912,5146,2312 PALMYRA STREET,unnamed  (9/20/2016),Flooded street,12144279.8883,3483537.47194,2016-09-21 13:04:50.000,9/21/2016 ,2016-09-21 13:04:50.000,-76.238947,36.868323
913,5147,200 BELLAMY AVENUE,unnamed  (9/20/2016),Flooded street,12132697.5262,3471674.59321,2016-09-21 13:04:58.000,9/21/2016 ,2016-09-21 13:04:58.000,-76.279484,36.836505
914,5148,200 BATTERSEA ROAD,unnamed  (9/20/2016),Flooded street,12138950.6938,3512404.1953,2016-09-21 13:05:54.000,9/21/2016 ,2016-09-21 13:05:54.000,-76.254813,36.947936
915,5149,1517 SHIPP AVENUE,unnamed  (9/20/2016),Flooded street,12136219.225,3477080.63482,2016-09-21 13:25:47.000,9/21/2016 ,2016-09-21 13:25:47.000,-76.267017,36.851121
916,5151,3243 DUNKIRK AVENUE,unnamed  (9/20/2016),Flooded street,12137815.5007,3487093.60378,2016-09-21 13:34:39.000,9/21/2016 ,2016-09-21 13:34:39.000,-76.260751,36.878511
917,5152,1320 SUSSEX PLACE,unnamed  (9/20/2016),Flooded street,12124476.805,3493411.27675,2016-09-21 13:43:32.000,9/21/2016 ,2016-09-21 13:43:32.000,-76.305840,36.896718
918,5154,3148 AZALEA GARDEN ROAD,unnamed  (9/20/2016),Flooded street,12148521.9993,3488762.74887,2016-09-21 13:43:47.000,9/21/2016 ,2016-09-21 13:43:47.000,-76.224020,36.882391
919,5155,4740 LITTLE JOHN DRIVE,unnamed  (9/20/2016),Flooded street,12145690.6377,3487423.25089,2016-09-21 13:46:55.000,9/21/2016 ,2016-09-21 13:46:55.000,-76.233807,36.878900
920,5156,8530 DEVON STREET,unnamed  (9/20/2016),Flooded street,12143100.612,3506792.67427,2016-09-21 13:50:48.000,9/21/2016 ,2016-09-21 13:50:48.000,-76.241075,36.932255
921,5157,7712 HAMPTON BOULEVARD,unnamed  (9/20/2016),Flooded street,12123657.9993,3500569.49961,2016-09-21 13:55:05.000,9/21/2016 ,2016-09-21 13:55:05.000,-76.308072,36.916426
922,5158,1347 CORNWALL PLACE,unnamed  (9/20/2016),Flooded street,12124186.3607,3492995.91675,2016-09-21 14:06:18.000,9/21/2016 ,2016-09-21 14:06:18.000,-76.306866,36.895596
923,5159,1540 MILTATE AVENUE,unnamed  (9/20/2016),Flooded street,12146994.8047,3484073.72333,2016-09-21 14:12:53.000,9/21/2016 ,2016-09-21 14:12:53.000,-76.229625,36.869617
924,5160,7371 KIRBY CRESCENT,unnamed  (9/20/2016),Flooded street,12136982.5571,3497981.42511,2016-09-21 14:34:12.000,9/21/2016 ,2016-09-21 14:34:12.000,-76.262716,36.908461
925,5161,537 FISHERMANS ROAD,unnamed  (9/20/2016),Flooded street,12141430.0006,3505469.99907,2016-09-21 15:17:09.000,9/21/2016 ,2016-09-21 15:17:09.000,-76.246898,36.928733
926,5163,7929 MERRITT STREET,unnamed  (9/20/2016),Flooded street,12141751.2493,3500850.05564,2016-09-22 08:05:30.000,9/22/2016 ,2016-09-22 08:05:30.000,-76.246176,36.916027
927,5164,300 TWILLEY STREET,unnamed  (9/20/2016),Flooded street,12138690.6941,3509251.38941,2016-09-22 08:05:47.000,9/22/2016 ,2016-09-22 08:05:47.000,-76.255959,36.939295
928,5165,38TH STREET & PARKER AVENUE,unnamed  (9/20/2016),Flooded street,12123395,3487074.49996,2016-09-22 08:28:57.000,9/22/2016 ,2016-09-22 08:28:57.000,-76.310042,36.879388
929,5166,7300 BLOCK OF SHIRLAND AVENUE,unnamed  (9/20/2016),Flooded street,12124706.5113,3498722.4515,2016-09-22 08:37:20.000,9/22/2016 ,2016-09-22 08:37:20.000,-76.304633,36.911288
930,5167,E BRAMBLETON AVENUE & ROSWELL AVENUE,unnamed  (9/20/2016),Flooded street,12133142,3477128.24999,2016-09-22 08:40:14.000,9/22/2016 ,2016-09-22 08:40:14.000,-76.277527,36.851451
931,5168,CHURCH STREET & E BRAMBLETON AVENUE,unnamed  (9/20/2016),Flooded street,12132320.4999,3477748.37493,2016-09-22 08:41:03.000,9/22/2016 ,2016-09-22 08:41:03.000,-76.280284,36.853207
932,5169,HAMPTON BOULEVARD & TERMINAL BOULEVARD,unnamed  (9/20/2016),Flooded street,12122989.5,3501066.87502,2016-09-22 08:42:11.000,9/22/2016 ,2016-09-22 08:42:11.000,-76.310318,36.917835
