field_1,﻿recid,location,event,eventType,xcoord,ycoord,dt,_date,_time,lon,lat
250,3251,49TH STREET & HAMPTON BOULEVARD,Sandy (10/28/2012),Flooded street,12125487.5,3490162.12502,2012-10-28 20:49:49.000,10/28/2012,2012-10-28 20:49:49.000,-76.302644,36.887732
251,3252,E CHARLOTTE STREET & RUFFNER STREET,Sandy (10/28/2012),Flooded street,12132991,3475855.25015,2012-10-28 20:54:42.000,10/28/2012,2012-10-28 20:54:42.000,-76.278145,36.847965
252,3258,MAYFLOWER ROAD & W 41ST STREET,Sandy (10/28/2012),Flooded street,12128087.9999,3488224.24989,2012-10-28 21:17:21.000,10/28/2012,2012-10-28 21:17:21.000,-76.293909,36.882244
253,3259,MAYFLOWER ROAD & W 42ND STREET,Sandy (10/28/2012),Flooded street,12128109.9999,3488529.24989,2012-10-28 21:17:50.000,10/28/2012,2012-10-28 21:17:50.000,-76.293809,36.883081
254,3260,38TH STREET & CAROLINA AVENUE,Sandy (10/28/2012),Flooded street,12130470.0001,3487646.99985,2012-10-28 21:58:22.000,10/28/2012,2012-10-28 21:58:22.000,-76.285813,36.880506
255,3261,1400 BLOCK OF KEMPSVILLE ROAD,Sandy (10/28/2012),Flooded street,12153775.1727,3485372.24087,2012-10-28 22:02:56.000,10/28/2012,2012-10-28 22:02:56.000,-76.206345,36.872732
256,3264,KEMPSVILLE ROAD & LOWERY ROAD,Sandy (10/28/2012),Flooded street,12154538.9999,3483141.50013,2012-10-28 22:11:02.000,10/28/2012,2012-10-28 22:11:02.000,-76.203920,36.866556
257,3268,2200 BLOCK OF E OCEAN VIEW AVENUE,Sandy (10/28/2012),Flooded street,12151024.3113,3508091.67657,2012-10-28 23:29:31.000,10/28/2012,2012-10-28 23:29:31.000,-76.213866,36.935298
258,3270,900 BLOCK OF BAGNALL ROAD,Sandy (10/28/2012),Flooded street,12133471.296,3478200.46488,2012-10-29 00:14:44.000,10/29/2012,2012-10-29 00:14:44.000,-76.276315,36.854374
259,3271,6700 BLOCK OF AZALEA GARDEN ROAD,Sandy (10/28/2012),Flooded street,12152671.4961,3497460.41895,2012-10-29 00:31:29.000,10/29/2012,2012-10-29 00:31:29.000,-76.209115,36.905997
260,3274,1900 BLOCK OF E OCEAN VIEW AVENUE,Sandy (10/28/2012),Flooded street,12149006.3185,3508905.65539,2012-10-29 01:44:13.000,10/29/2012,2012-10-29 01:44:13.000,-76.220701,36.937667
261,3277,1100 BLOCK OF MARSH STREET,Sandy (10/28/2012),Flooded street,12135231.4445,3470165.85856,2012-10-29 02:36:27.000,10/29/2012,2012-10-29 02:36:27.000,-76.270950,36.832198
262,3280,3RD BAY STREET & PRETTY LAKE AVENUE,Sandy (10/28/2012),Flooded street,12150953,3507309.75004,2012-10-29 03:01:01.000,10/29/2012,2012-10-29 03:01:01.000,-76.214175,36.933156
263,3281,6200 BLOCK OF ALEXANDER STREET,Sandy (10/28/2012),Flooded street,12144818.1111,3492498.53412,2012-10-29 03:28:12.000,10/29/2012,2012-10-29 03:28:12.000,-76.236374,36.892893
264,3283,7500 BLOCK OF TIDEWATER DRIVE,Sandy (10/28/2012),Flooded street,12139171.6104,3499663.61801,2012-10-29 04:49:03.000,10/29/2012,2012-10-29 04:49:03.000,-76.255094,36.912938
265,3284,TIDEWATER DRIVE & WILLOW WOOD DRIVE,Sandy (10/28/2012),Flooded street,12137966,3490216.25014,2012-10-29 04:51:56.000,10/29/2012,2012-10-29 04:51:56.000,-76.259983,36.887075
266,3289,1000 BLOCK OF 49TH STREET,Sandy (10/28/2012),Flooded street,12126186.9839,3490199.01703,2012-10-29 05:47:20.000,10/29/2012,2012-10-29 05:47:20.000,-76.300250,36.887789
267,3290,E 22ND STREET & MONTICELLO AVENUE,Sandy (10/28/2012),Flooded street,12131167.9999,3483071.12491,2012-10-29 05:52:46.000,10/29/2012,2012-10-29 05:52:46.000,-76.283795,36.867897
268,3293,400 BLOCK OF W OCEAN VIEW AVENUE,Sandy (10/28/2012),Flooded street,12136682.0894,3516949.73283,2012-10-29 07:00:00.000,10/29/2012,2012-10-29 07:00:00.000,-76.262206,36.960565
269,3294,SAINT PAULS BOULEVARD & UNION STREET,Sandy (10/28/2012),Flooded street,12130343,3474525.74995,2012-10-29 07:18:46.000,10/29/2012,2012-10-29 07:18:46.000,-76.287299,36.844485
270,3295,1300 BLOCK OF UPPER BRANDON PLACE,Sandy (10/28/2012),Flooded street,12124581.8382,3493587.64313,2012-10-29 07:23:44.000,10/29/2012,2012-10-29 07:23:44.000,-76.305467,36.897196
271,3296,1300 BLOCK OF SURREY CRESCENT,Sandy (10/28/2012),Flooded street,12124739.4238,3493798.69906,2012-10-29 07:24:28.000,10/29/2012,2012-10-29 07:24:28.000,-76.304912,36.897766
272,3298,E LITTLE CREEK ROAD & TIDEWATER DRIVE,Sandy (10/28/2012),Flooded underpass,12139462.0001,3500846.50005,2012-10-29 07:29:23.000,10/29/2012,2012-10-29 07:29:23.000,-76.254005,36.916167
273,3300,300 BLOCK OF E LITTLE CREEK ROAD,Sandy (10/28/2012),Flooded street,12136613.5334,3501468.00149,2012-10-29 07:34:45.000,10/29/2012,2012-10-29 07:34:45.000,-76.263695,36.918059
274,3301,SAINT PAULS BOULEVARD & WATERSIDE DRIVE,Sandy (10/28/2012),Flooded street,12130230,3474433.12498,2012-10-29 07:39:59.000,10/29/2012,2012-10-29 07:39:59.000,-76.287692,36.844238
275,3302,E PRINCESS ANNE ROAD & MONTICELLO AVENUE,Sandy (10/28/2012),Flooded street,12130363.0001,3480389.2501,2012-10-29 07:41:46.000,10/29/2012,2012-10-29 07:41:46.000,-76.286761,36.860584
276,3303,9500 BLOCK OF SHORE DRIVE,Sandy (10/28/2012),Flooded street,12157741.0001,3505422.12494,2012-10-29 07:47:00.000,10/29/2012,2012-10-29 07:47:00.000,-76.191115,36.927519
277,3305,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Sandy (10/28/2012),Flooded street,12134007.9999,3478239.25001,2012-10-29 07:58:17.000,10/29/2012,2012-10-29 07:58:17.000,-76.274478,36.854445
278,3306,2500 BLOCK OF E OCEAN VIEW AVENUE,Sandy (10/28/2012),Flooded street,12152027.4944,3507791.10581,2012-10-29 07:58:46.000,10/29/2012,2012-10-29 07:58:46.000,-76.210460,36.934406
279,3310,6TH BAY STREET & PRETTY LAKE AVENUE,Sandy (10/28/2012),Flooded street,12151911,3506815.50013,2012-10-29 08:11:53.000,10/29/2012,2012-10-29 08:11:53.000,-76.210939,36.931735
280,3311,DUKE STREET & W BRAMBLETON AVENUE,Sandy (10/28/2012),Flooded street,12128896.0001,3478030.24998,2012-10-29 08:18:11.000,10/29/2012,2012-10-29 08:18:11.000,-76.291962,36.854201
281,3312,BOTETOURT STREET & W BRAMBLETON AVENUE,Sandy (10/28/2012),Flooded street,12127697.9999,3477771.50004,2012-10-29 08:47:47.000,10/29/2012,2012-10-29 08:47:47.000,-76.296076,36.853568
282,3313,COLLEGE PLACE & YARMOUTH STREET,Sandy (10/28/2012),Flooded street,12128351.9999,3476873.74992,2012-10-29 09:07:14.000,10/29/2012,2012-10-29 09:07:14.000,-76.293913,36.851061
283,3318,ALEXANDER STREET & STRAND STREET,Sandy (10/28/2012),Flooded street,12144692.9999,3492905.4999,2012-10-29 09:37:49.000,10/29/2012,2012-10-29 09:37:49.000,-76.236768,36.894019
284,3321,COLLEY AVENUE & W BRAMBLETON AVENUE,Sandy (10/28/2012),Flooded street,12125640,3479549.12496,2012-10-29 10:08:12.000,10/29/2012,2012-10-29 10:08:12.000,-76.302967,36.858581
285,3322,E BRAMBLETON AVENUE & TIDEWATER DRIVE,Sandy (10/28/2012),Flooded underpass,12133519.8714,3476715.99998,2012-10-29 10:10:37.000,10/29/2012,2012-10-29 10:10:37.000,-76.276269,36.850294
286,3323,E CITY HALL AVENUE & TIDEWATER DRIVE,Sandy (10/28/2012),Flooded street,12132506.9999,3474795.99986,2012-10-29 10:10:54.000,10/29/2012,2012-10-29 10:10:54.000,-76.279884,36.845088
287,3324,HAMPTON BOULEVARD & NORTH SHORE ROAD,Sandy (10/28/2012),Flooded street,12124332,3498782.99995,2012-10-29 10:11:57.000,10/29/2012,2012-10-29 10:11:57.000,-76.305909,36.911478
288,3325,7200 BLOCK OF NEWPORT AVENUE,Sandy (10/28/2012),Flooded street,12132014.764,3497959.16431,2012-10-29 10:15:30.000,10/29/2012,2012-10-29 10:15:30.000,-76.279704,36.908722
289,3326,300 BLOCK OF YARMOUTH STREET,Sandy (10/28/2012),Flooded street,12128479.0001,3477047.75012,2012-10-29 10:21:32.000,10/29/2012,2012-10-29 10:21:32.000,-76.293466,36.851530
290,3327,5600 BLOCK OF TIDEWATER DRIVE,Sandy (10/28/2012),Flooded street,12138323.9681,3491544.91468,2012-10-29 10:29:05.000,10/29/2012,2012-10-29 10:29:05.000,-76.258652,36.890700
291,3329,1145 BOLLING AVENUE,Sandy (10/28/2012),Flooded street,12125565.0001,3491202.25003,2012-10-29 10:55:24.000,10/29/2012,2012-10-29 10:55:24.000,-76.302296,36.890583
292,3330,DELAWARE AVENUE & GRANBY STREET,Sandy (10/28/2012),Flooded street,12131654,3488612.75013,2012-10-29 10:58:10.000,10/29/2012,2012-10-29 10:58:10.000,-76.281689,36.883082
293,3331,HARBOUR STREET & W TAZEWELL STREET,Sandy (10/28/2012),Flooded street,12128336,3476557.25012,2012-10-29 10:59:17.000,10/29/2012,2012-10-29 10:59:17.000,-76.293993,36.850193
294,3332,200 BLOCK OF BROOKE AVENUE,Sandy (10/28/2012),Flooded street,12128480.2015,3476183.69757,2012-10-29 10:59:36.000,10/29/2012,2012-10-29 10:59:36.000,-76.293531,36.849158
295,3333,9600 BLOCK OF 3RD BAY STREET,Sandy (10/28/2012),Flooded street,12151069.8235,3507674.63222,2012-10-29 11:00:47.000,10/29/2012,2012-10-29 11:00:47.000,-76.213745,36.934150
296,3334,14TH VIEW STREET & W OCEAN VIEW AVENUE,Sandy (10/28/2012),Flooded street,12128254.5001,3519131.87494,2012-10-29 11:02:12.000,10/29/2012,2012-10-29 11:02:12.000,-76.290867,36.967102
297,3335,700 BLOCK OF LIGON STREET,Sandy (10/28/2012),Flooded street,12129967.098,3470342.17116,2012-10-29 11:03:12.000,10/29/2012,2012-10-29 11:03:12.000,-76.288918,36.833022
298,3340,COLLEY AVENUE & REDGATE AVENUE,Sandy (10/28/2012),Flooded street,12126390.9999,3481373.25015,2012-10-29 11:47:48.000,10/29/2012,2012-10-29 11:47:48.000,-76.300255,36.863541
299,3342,E BERKLEY AVENUE & FAUQUIER STREET,Sandy (10/28/2012),Flooded street,12132602,3469944.12495,2012-10-29 11:53:25.000,10/29/2012,2012-10-29 11:53:25.000,-76.279949,36.831759
300,3343,NORVIEW AVENUE & TIDEWATER DRIVE,Sandy (10/28/2012),Flooded street,12138501.0001,3492019.75001,2012-10-29 11:58:35.000,10/29/2012,2012-10-29 11:58:35.000,-76.258008,36.891993
301,3345,500 BLOCK OF E INDIAN RIVER ROAD,Sandy (10/28/2012),Flooded street,12134802.7942,3470556.80133,2012-10-29 12:01:54.000,10/29/2012,2012-10-29 12:01:54.000,-76.272382,36.833299
302,3346,1600 BLOCK OF CHURCH STREET,Sandy (10/28/2012),Flooded street,12132715.1586,3481387.5171,2012-10-29 12:04:41.000,10/29/2012,2012-10-29 12:04:41.000,-76.278643,36.863174
303,3347,GILES CIRCLE & NORVIEW AVENUE,Sandy (10/28/2012),Flooded street,12141305.9999,3491344.00007,2012-10-29 12:05:20.000,10/29/2012,2012-10-29 12:05:20.000,-76.248474,36.889954
304,3348,300 BLOCK OF W BRAMBLETON AVENUE,Sandy (10/28/2012),Flooded street,12128061.3132,3477862.99629,2012-10-29 12:06:41.000,10/29/2012,2012-10-29 12:06:41.000,-76.294828,36.853796
305,3349,8TH BAY STREET & E OCEAN VIEW AVENUE,Sandy (10/28/2012),Flooded street,12152851.0001,3507550.25006,2012-10-29 12:07:20.000,10/29/2012,2012-10-29 12:07:20.000,-76.207663,36.933690
306,3350,1300 BLOCK OF E BRAMBLETON AVENUE,Sandy (10/28/2012),Flooded underpass,12134435.7668,3475963.47586,2012-10-29 12:07:52.000,10/29/2012,2012-10-29 12:07:52.000,-76.273200,36.848169
307,3351,E VIRGINIA BEACH BOULEVARD & GRANBY STREET,Sandy (10/28/2012),Flooded street,12129949,3479428.50003,2012-10-29 12:23:47.000,10/29/2012,2012-10-29 12:23:47.000,-76.288252,36.857973
308,3354,5200 BLOCK OF NORVELLA AVENUE,Sandy (10/28/2012),Flooded street,12147515.0819,3491858.91933,2012-10-29 12:46:43.000,10/29/2012,2012-10-29 12:46:43.000,-76.227206,36.890959
309,3358,LLEWELLYN AVENUE & SHIRLEY AVENUE,Sandy (10/28/2012),Flooded street,12129725,3481565.87505,2012-10-29 13:44:15.000,10/29/2012,2012-10-29 13:44:15.000,-76.288847,36.863856
310,3359,2800 BLOCK OF E PRINCESS ANNE ROAD,Sandy (10/28/2012),Flooded street,12140058.4759,3479454.30507,2012-10-29 13:45:25.000,10/29/2012,2012-10-29 13:45:25.000,-76.253706,36.857388
311,3364,300 BLOCK OF ROGERS AVENUE,Sandy (10/28/2012),Flooded street,12122515.9999,3505576.87498,2012-10-29 14:23:20.000,10/29/2012,2012-10-29 14:23:20.000,-76.311580,36.930249
312,3369,HAMPTON BOULEVARD & JAMESTOWN CRESCENT,Sandy (10/28/2012),Flooded street,12125332.9999,3493945.99999,2012-10-29 14:37:56.000,10/29/2012,2012-10-29 14:37:56.000,-76.302871,36.898132
313,3371,E BAYVIEW BOULEVARD & WILLOW TERRACE,Sandy (10/28/2012),Flooded street,12144994,3507792.50015,2012-10-29 14:39:35.000,10/29/2012,2012-10-29 14:39:35.000,-76.234517,36.934876
314,3373,1156 LAND STREET,Sandy (10/28/2012),Flooded street,12159214.9999,3480266.00004,2012-10-29 14:40:13.000,10/29/2012,2012-10-29 14:40:13.000,-76.188182,36.858347
315,3375,COMSTOCK STREET & WESTMINSTER AVENUE,Sandy (10/28/2012),Flooded street,12144964.9999,3473874.75002,2012-10-29 14:40:46.000,10/29/2012,2012-10-29 14:40:46.000,-76.237398,36.841746
316,3379,E VIRGINIA BEACH BOULEVARD & HANSON AVENUE,Sandy (10/28/2012),Flooded street,12135243.7083,3477788.25694,2012-10-29 15:35:15.000,10/29/2012,2012-10-29 15:35:15.000,-76.270293,36.853127
317,3380,COLLEY AVENUE & RALEIGH AVENUE,Sandy (10/28/2012),Flooded street,12126548.9999,3480869.75001,2012-10-29 16:57:19.000,10/29/2012,2012-10-29 16:57:19.000,-76.299756,36.862149
318,3806,GRANBY STREET & LLEWELLYN AVENUE,Heavy Rain (10/9/2013),Flooded street,12131873.0001,3490069.74994,2013-10-08 11:20:04.000,10/8/2013 ,2013-10-08 11:20:04.000,-76.280823,36.887068
319,3807,800 BLOCK OF 51ST STREET,Heavy Rain (10/9/2013),Flooded street,12127292.9707,3490767.44335,2013-10-08 11:20:45.000,10/8/2013 ,2013-10-08 11:20:45.000,-76.296424,36.889279
320,3808,BOTETOURT STREET & MOWBRAY ARCH,Heavy Rain (10/9/2013),Flooded street,12127692.0001,3478463.24987,2013-10-08 12:28:34.000,10/8/2013 ,2013-10-08 12:28:34.000,-76.296042,36.855468
321,3809,MAYFLOWER ROAD & VIRGINIA AVENUE,Heavy Rain (10/9/2013),Flooded street,12129303,3488245.74994,2013-10-09 12:30:50.000,10/9/2013 ,2013-10-09 12:30:50.000,-76.289754,36.882225
322,3810,600 BLOCK OF TIDEWATER DRIVE,Heavy Rain (10/9/2013),Flooded street,12133415.1386,3476251.74396,2013-10-09 12:42:17.000,10/9/2013 ,2013-10-09 12:42:17.000,-76.276689,36.848962
323,3811,20TH BAY STREET & PLEASANT AVENUE,Heavy Rain (10/9/2013),Flooded street,12156801.9999,3505886.75015,2013-10-09 15:07:13.000,10/9/2013 ,2013-10-09 15:07:13.000,-76.194288,36.928858
324,3812,9600 BLOCK OF 1ST BAY STREET,Heavy Rain (10/9/2013),Flooded street,12150435.6593,3507952.5117,2013-10-09 15:12:11.000,10/9/2013 ,2013-10-09 15:12:11.000,-76.215891,36.934955
325,3813,9600 BLOCK OF 2ND BAY STREET,Heavy Rain (10/9/2013),Flooded street,12150773.8984,3507876.93394,2013-10-09 15:12:36.000,10/9/2013 ,2013-10-09 15:12:36.000,-76.214741,36.934725
326,3814,9600 BLOCK OF 3RD BAY STREET,Heavy Rain (10/9/2013),Flooded street,12151069.8235,3507674.63222,2013-10-09 15:13:06.000,10/9/2013 ,2013-10-09 15:13:06.000,-76.213745,36.934150
327,3815,9600 BLOCK OF 4TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12151398.655,3507490.27839,2013-10-09 15:14:12.000,10/9/2013 ,2013-10-09 15:14:12.000,-76.212636,36.933622
328,3816,9600 BLOCK OF 5TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12151652,3507135.87503,2013-10-09 15:14:46.000,10/9/2013 ,2013-10-09 15:14:46.000,-76.211798,36.932632
329,3817,9500 BLOCK OF 7TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12152198.5463,3506552.71043,2013-10-09 15:15:42.000,10/9/2013 ,2013-10-09 15:15:42.000,-76.209977,36.930995
330,3818,9600 BLOCK OF 7TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12152430.7457,3507331.20692,2013-10-09 15:16:10.000,10/9/2013 ,2013-10-09 15:16:10.000,-76.209119,36.933117
331,3819,HAMPTON BOULEVARD & MAGNOLIA AVENUE,Heavy Rain (10/9/2013),Flooded street,12125298.5,3492868.74998,2013-10-09 15:56:29.000,10/9/2013 ,2013-10-09 15:56:29.000,-76.303074,36.895176
332,3820,E VIRGINIA BEACH BOULEVARD & GRANBY STREET,Heavy Rain (10/9/2013),Flooded street,12129949,3479428.50003,2013-10-09 15:57:43.000,10/9/2013 ,2013-10-09 15:57:43.000,-76.288252,36.857973
333,3821,4TH VIEW STREET & W OCEAN VIEW AVENUE,Heavy Rain (10/9/2013),Flooded street,12137042,3516670.00002,2013-10-09 15:58:10.000,10/9/2013 ,2013-10-09 15:58:10.000,-76.260997,36.959773
334,3823,BEAUMONT STREET & MODOC AVENUE,Heavy Rain (10/9/2013),Flooded street,12146052.9999,3508493.25016,2013-10-09 15:59:02.000,10/9/2013 ,2013-10-09 15:59:02.000,-76.230837,36.936730
335,3824,SHORE DRIVE & PLEASANT AVENUE,Heavy Rain (10/9/2013),Flooded street,12157711,3505749.87496,2013-10-09 15:59:49.000,10/9/2013 ,2013-10-09 15:59:49.000,-76.191191,36.928421
336,3825,9600 BLOCK OF 8TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12152756.4056,3507235.55122,2013-10-09 16:00:47.000,10/9/2013 ,2013-10-09 16:00:47.000,-76.208013,36.932832
337,3826,9600 BLOCK OF 9TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12153092.9715,3507136.88359,2013-10-09 16:01:23.000,10/9/2013 ,2013-10-09 16:01:23.000,-76.206870,36.932539
338,3827,9600 BLOCK OF 10TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12153421.3153,3507041.30645,2013-10-09 16:01:41.000,10/9/2013 ,2013-10-09 16:01:41.000,-76.205755,36.932255
339,3828,9600 BLOCK OF 11TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12153752.3225,3506943.25822,2013-10-09 16:01:57.000,10/9/2013 ,2013-10-09 16:01:57.000,-76.204631,36.931963
340,3829,9600 BLOCK OF 13TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12154411.3034,3506748.53622,2013-10-09 16:03:01.000,10/9/2013 ,2013-10-09 16:03:01.000,-76.202393,36.931385
341,3830,9600 BLOCK OF 14TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12154771.0858,3506642.09999,2013-10-09 16:03:25.000,10/9/2013 ,2013-10-09 16:03:25.000,-76.201171,36.931068
342,3831,9600 BLOCK OF 15TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12155117.4491,3506544.4771,2013-10-09 16:03:43.000,10/9/2013 ,2013-10-09 16:03:43.000,-76.199995,36.930777
343,3832,9600 BLOCK OF 17TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12155791.3174,3506389.88621,2013-10-09 16:04:29.000,10/9/2013 ,2013-10-09 16:04:29.000,-76.197703,36.930307
344,3833,9600 BLOCK OF 18TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12156147,3506323.75001,2013-10-09 16:04:47.000,10/9/2013 ,2013-10-09 16:04:47.000,-76.196492,36.930102
345,3834,9600 BLOCK OF 19TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12156515.1925,3506271.60427,2013-10-09 16:05:02.000,10/9/2013 ,2013-10-09 16:05:02.000,-76.195237,36.929934
346,3835,9600 BLOCK OF 20TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12156849.4804,3506200.25303,2013-10-09 16:05:22.000,10/9/2013 ,2013-10-09 16:05:22.000,-76.194100,36.929716
347,3836,E LITTLE CREEK ROAD & GALVESTON BOULEVARD,Heavy Rain (10/9/2013),Flooded street,12137154.5001,3501490.75002,2013-10-09 19:55:51.000,10/9/2013 ,2013-10-09 19:55:51.000,-76.261843,36.918086
348,3837,BOUSH STREET & W OLNEY ROAD,Heavy Rain (10/9/2013),Flooded street,12129207,3478802.50015,2013-10-09 23:38:59.000,10/9/2013 ,2013-10-09 23:38:59.000,-76.290838,36.856302
349,3838,MAY AVENUE & TIDEWATER DRIVE,Heavy Rain (10/9/2013),Flooded street,12133263.9999,3475709.99992,2013-10-10 03:07:24.000,10/10/2013,2013-10-10 03:07:24.000,-76.277224,36.847549
350,3839,100 BLOCK OF PARK AVENUE,Heavy Rain (10/9/2013),Flooded street,12132791.153,3474403.08281,2013-10-10 03:15:53.000,10/10/2013,2013-10-10 03:15:53.000,-76.278945,36.843991
351,3847,CONNECTICUT AVENUE & LLEWELLYN AVENUE,Heavy Rain (10/9/2013),Flooded underpass,12131397.9999,3489536.00011,2013-10-10 13:32:24.000,10/10/2013,2013-10-10 13:32:24.000,-76.282490,36.885633
352,3848,1520 E OCEAN VIEW AVENUE,Heavy Rain (10/9/2013),Flooded street,12146420.483,3510211.46313,2013-10-10 13:46:26.000,10/10/2013,2013-10-10 13:46:26.000,-76.229439,36.941424
353,3850,18TH BAY STREET & PLEASANT AVENUE,Heavy Rain (10/9/2013),Flooded street,12156094.0002,3505998.00014,2013-10-10 14:42:26.000,10/10/2013,2013-10-10 14:42:26.000,-76.196700,36.929211
354,3882,2100 COLLEY AVENUE,Heavy Rain (5/16/2014),Flooded street,12127656.8616,3484139.47284,2014-05-16 08:41:56.000,5/16/2014 ,2014-05-16 08:41:56.000,-76.295709,36.871056
355,3883,3500 COLONIAL AVENUE,Heavy Rain (5/16/2014),Flooded street,12129737.071,3486871.98561,2014-05-16 08:47:35.000,5/16/2014 ,2014-05-16 08:47:35.000,-76.288381,36.878425
356,3884,9600 BLOCK OF BEACH VIEW STREET,Heavy Rain (5/16/2014),Flooded street,12144377.6326,3510860.03288,2014-05-16 08:48:51.000,5/16/2014 ,2014-05-16 08:48:51.000,-76.236374,36.943340
357,3885,300 E LITTLE CREEK ROAD,Heavy Rain (5/16/2014),Flooded street,12136176.664,3501436.64994,2014-05-16 08:52:30.000,5/16/2014 ,2014-05-16 08:52:30.000,-76.265192,36.918001
358,3886,1000 BLOCK OF PARK AVENUE,Heavy Rain (5/16/2014),Flooded street,12136757.1249,3477562.64068,2014-05-16 08:54:51.000,5/16/2014 ,2014-05-16 08:54:51.000,-76.265140,36.852409
359,3887,3800 BLOCK OF HAMPTON BOULEVARD,Heavy Rain (5/16/2014),Flooded street,12125702.2639,3487384.78819,2014-05-16 09:01:05.000,5/16/2014 ,2014-05-16 09:01:05.000,-76.302131,36.880092
360,3888,3500 BLOCK OF COLONIAL AVENUE,Heavy Rain (5/16/2014),Flooded street,12129692.426,3486912.56651,2014-05-16 09:15:44.000,5/16/2014 ,2014-05-16 09:15:44.000,-76.288530,36.878540
361,3889,CORPREW AVENUE & MADISON AVENUE,Heavy Rain (5/16/2014),Flooded street,12136540.9999,3476881.25006,2014-05-16 09:16:28.000,5/16/2014 ,2014-05-16 09:16:28.000,-76.265933,36.850552
362,3890,1500 BLOCK OF E OCEAN VIEW AVENUE,Heavy Rain (5/16/2014),Flooded street,12146336.5191,3510066.57714,2014-05-16 09:19:21.000,5/16/2014 ,2014-05-16 09:19:21.000,-76.229738,36.941032
363,3891,E BRAMBLETON AVENUE & SAINT PAULS BOULEVARD,Heavy Rain (5/16/2014),Flooded street,12130816.9999,3477971.62508,2014-05-16 09:20:31.000,5/16/2014 ,2014-05-16 09:20:31.000,-76.285403,36.853917
364,3892,GUY AVENUE & TIDEWATER DRIVE,Heavy Rain (5/16/2014),Flooded street,12138967.0001,3498835.99997,2014-05-16 09:23:58.000,5/16/2014 ,2014-05-16 09:23:58.000,-76.255861,36.910678
365,3893,E VIRGINIA BEACH BOULEVARD & MONTICELLO AVENUE,Heavy Rain (5/16/2014),Flooded street,12130305.0001,3479539.25006,2014-05-16 09:24:52.000,5/16/2014 ,2014-05-16 09:24:52.000,-76.287027,36.858254
366,3894,1100 BLOCK OF COLLEY AVENUE,Heavy Rain (5/16/2014),Flooded street,12126656,3482093.50006,2014-05-16 09:27:41.000,5/16/2014 ,2014-05-16 09:27:41.000,-76.299292,36.865502
367,3895,1200 BLOCK OF COLONIAL AVENUE,Heavy Rain (5/16/2014),Flooded street,12128222.3017,3481596.22618,2014-05-16 09:28:47.000,5/16/2014 ,2014-05-16 09:28:47.000,-76.293979,36.864036
368,3896,GOFF STREET & MALTBY AVENUE,Heavy Rain (5/16/2014),Flooded street,12136069.0001,3479139.24986,2014-05-16 09:37:06.000,5/16/2014 ,2014-05-16 09:37:06.000,-76.267364,36.856783
369,3897,900 BLOCK OF NORFOLK SQUARE,Heavy Rain (5/16/2014),Flooded street,12145979.3991,3478573.95138,2014-05-16 09:38:49.000,5/16/2014 ,2014-05-16 09:38:49.000,-76.233547,36.854582
370,3898,HOLT STREET & REILLY STREET,Heavy Rain (5/16/2014),Flooded street,12132018.9999,3475482.99986,2014-05-16 09:41:40.000,5/16/2014 ,2014-05-16 09:41:40.000,-76.281496,36.847006
371,3899,9600 BLOCK OF 4TH VIEW STREET,Heavy Rain (5/16/2014),Flooded street,12136613.9329,3516198.67745,2014-05-16 09:56:36.000,5/16/2014 ,2014-05-16 09:56:36.000,-76.262500,36.958507
372,3901,5TH BAY STREET & E OCEAN VIEW AVENUE,Heavy Rain (5/16/2014),Flooded street,12151859.0001,3507840.50013,2014-05-16 10:00:46.000,5/16/2014 ,2014-05-16 10:00:46.000,-76.211032,36.934553
373,3902,GRANBY STREET & LLEWELLYN AVENUE,Heavy Rain (5/16/2014),Flooded street,12131873.0001,3490069.74994,2014-05-16 10:01:55.000,5/16/2014 ,2014-05-16 10:01:55.000,-76.280823,36.887068
374,3903,CAPEVIEW AVENUE & E BAYVIEW BOULEVARD,Heavy Rain (5/16/2014),Flooded street,12147720,3507064.25015,2014-05-16 10:04:35.000,5/16/2014 ,2014-05-16 10:04:35.000,-76.225253,36.932696
375,3905,225 W OLNEY ROAD,Heavy Rain (5/16/2014),Flooded street,12128932.0007,3478677.49984,2014-05-16 10:52:39.000,5/16/2014 ,2014-05-16 10:52:39.000,-76.291788,36.855976
376,3906,BOUSH STREET & W OLNEY ROAD,Heavy Rain (5/16/2014),Flooded street,12129207,3478802.50015,2014-05-16 10:58:46.000,5/16/2014 ,2014-05-16 10:58:46.000,-76.290838,36.856302
