"1",101,100.054876112713
"3",110,112.104845595457
"4",105,101.4904440155
"9",8,12.6073114292658
"10",2,2.23579050443556
"11",39,37.3812059173605
"12",18,12.3704414371343
"13",1,5.29068107272791
"14",5,2.15581074925544
"15",31,36.7782740968355
"16",3,0.961888051077222
"17",1,3.37790677474436
"18",2,1.48675085085435
"19",1,0.611716946072663
"20",4,6.7437169619289
"21",10,9.66281082013323
"23",10,10.8649197999928
"24",1,1.03085956221068
"27",159,160.069678213169
"28",1,0.355955163518333
"29",3,2.62240854893571
"30",6,2.73934388183824
"33",1,2.54627998942264
"34",8,6.518177661328
"35",6,8.2551307040598
"36",2,1.46534548760512
"37",9,8.00038780354814
"42",40,36.7355683008251
"43",11,8.2068267664679
"57",0,0.424270117106875
"59",0,0.872910308204034
"60",0,0.911772967923523
"62",0,0.0940873400822725
"72",0,0.492524016723969
"83",0,0.0400906693346727
"84",0,0.0337087070579198
"86",0,0.226215088966295
"93",0,0.0186424576404232
"94",0,0.0085107687794783
"106",0,0.0430145104587377
"120",0,0.0100331102730485
"131",0,0.0133786138635329
"132",0,0.0478686316923626
"135",0,0.00475324787483309
"136",0,0.00199135512645941
"143",0,0.00315342716311374
"144",0,0.00294676093003512
"147",0,0.00244857471277218
"149",0,0.000425334317428427
"151",0,0.0021644478334182
"157",0,0.00221051117625844
"160",0,0.00564389100079786
"166",0,0.000622851834749565
"167",0,0.00144179740480335
"175",0,0.00094671663564678
"185",0,0.00140661513316791
"190",0,0.00213037266489959
"191",0,0.00192057349529049
"192",0,0.000660136585377624
"205",0,0.000219196320755685
"208",0,0.000741119131534423
"214",0,0.000312570993280121
"218",0,0.000478769339527057
"224",0,4.42363561189009e-05
"229",0,2.97562559080085e-05
"231",0,0.000113576143957269
"232",0,0.000271744370667204
"235",0,6.22704288680967e-05
"238",0,4.50184588127406e-05
"240",0,4.81018087467301e-05
"241",0,5.24252575490473e-05
"243",0,9.04745496316794e-06
"244",0,2.06811401598873e-05
"247",0,0.00010848688102565
"248",0,5.31372803987898e-05
"267",0,2.74599673519706e-05
"273",0,3.92827048644181e-05
"276",0,9.11568496948041e-06
"277",0,1.47622827916915e-05
"286",0,4.31048386730903e-07
"287",0,6.28090910217375e-06
"292",0,5.41525738817762e-06
"293",0,1.26812036919436e-05
"305",0,9.05740238825199e-06
"310",0,7.9551272100235e-07
"311",0,1.61456112018535e-06
"312",0,1.09711720022081e-07
"317",0,6.38589248637405e-07
"319",0,7.84677680531419e-07
"322",0,1.69822542593887e-06
"325",0,1.25124252481664e-06
"328",0,1.29007855444722e-06
"334",0,2.32291122295676e-06
"336",0,2.40400509384751e-06
"339",0,3.70330357338808e-07
"343",0,3.04903479156267e-07
"353",0,7.11855019293673e-07
"354",0,1.6826061023356e-06
"361",0,3.89707445176254e-07
"364",0,1.55034087087514e-07
"368",0,5.93502666250665e-08
"375",0,3.97153211091098e-08
"376",0,9.01771214736447e-08
"381",0,5.00427949667686e-07
"385",0,8.45552247934039e-08
"393",0,2.55736798906535e-08
"395",0,3.11391412465661e-09
"396",0,1.72419974608998e-08
"403",0,2.30819293981749e-07
"406",0,4.00098406515482e-07
"410",0,3.15737528358143e-08
"411",0,1.09252529525622e-07
"412",0,2.21051391317126e-08
"413",0,7.43866811401852e-09
"415",0,3.22371160245391e-09
"416",0,9.79036804737208e-09
"418",0,1.99554348333889e-08
"419",0,2.29071147914716e-09
"446",0,1.06446138725353e-09
"447",0,1.2198613544544e-08
"449",0,1.1973249177772e-08
"450",0,7.18296906273043e-09
"466",0,1.24932743431431e-08
"471",0,5.10800345326422e-10
"472",0,6.18157803883026e-10
"478",0,6.85058629784939e-09
"506",0,7.6259609820693e-11
"521",0,1.32577907932894e-10
"522",0,1.20915620171574e-10
"530",0,1.93789933803036e-10
"531",0,6.7452905913308e-11
"532",0,4.7111601431925e-11
"534",0,1.79731839494757e-11
"543",0,2.62257731436163e-10
"546",0,5.61309428530377e-10
"557",0,3.89310752250998e-11
"560",0,1.18947453588634e-10
"561",0,1.79894785270937e-11
"564",0,9.97797475249805e-12
"565",0,1.99573253091273e-11
"571",0,2.50234303480942e-11
"574",0,9.21266980319052e-11
"579",0,4.54361950727671e-11
"583",0,1.04140224412208e-11
"586",0,8.08401974084966e-12
"591",0,1.63599929841859e-11
"593",0,1.11248871931948e-11
"594",0,6.01544497692792e-12
"595",0,3.51031520442567e-11
"603",0,3.61986778287061e-11
"605",0,2.01999509651408e-12
"606",0,1.45591040102067e-12
"607",0,2.50943346289373e-12
"620",0,1.94440169962941e-12
"621",0,2.4602801034918e-12
"622",0,3.88532833873297e-12
"623",0,1.56429184678079e-11
"627",0,1.51867905740169e-12
"629",0,5.09878808531152e-12
"634",0,5.18110303790859e-13
"635",0,1.02991620039173e-12
"636",0,8.75120978502579e-13
"641",0,4.97515690225543e-13
"642",0,9.71823389738906e-13
"646",0,2.33584389236321e-12
"651",0,2.25602642096923e-12
"653",0,4.11201163902948e-13
"655",0,5.77111321790903e-13
"658",0,3.83721630986112e-13
"663",0,2.13464101667207e-13
"664",0,3.73240865512119e-13
"665",0,1.34839886240574e-13
"666",0,2.28421738669816e-13
"667",0,2.57697410900178e-13
"674",0,1.58076649788894e-13
"676",0,3.42595751447364e-13
"681",0,1.52120745521254e-13
"684",0,5.42570685112785e-12
"687",0,1.47975902184701e-12
"691",0,5.8189386843418e-13
"692",0,2.40001574756558e-14
"698",0,7.66477113750948e-14
"703",0,3.10093816532381e-12
"706",0,7.55147764527017e-14
"715",0,5.02349413422214e-14
"716",0,2.46534772570863e-14
"719",0,2.87234214765874e-14
"720",0,1.00547040859434e-14
"723",0,6.02405217073272e-15
"724",0,9.85214136751208e-15
"725",0,1.0249209592748e-14
"726",0,1.18935862253172e-14
"730",0,4.14611690541551e-14
"733",0,1.46406135988301e-14
"734",0,4.28875771682381e-15
"738",0,2.29388571801952e-14
"742",0,1.22371388757886e-14
"743",0,3.37637172532007e-14
"748",0,6.17134991113476e-15
"749",0,4.64425863364938e-15
"750",0,7.2623830676121e-15
"756",0,1.1188823704411e-14
"759",0,5.79318521308793e-15
"762",0,1.01136598174193e-14
"772",0,1.14845079551734e-15
"773",0,2.90442736753352e-15
"784",0,1.43972456364845e-15
"785",0,1.21815219903043e-15
"786",0,1.23911134702026e-15
"791",0,1.07997347903893e-14
"792",0,1.03203338118614e-14
"793",0,2.20557958288271e-15
"799",0,5.03438833668272e-15
"810",0,1.43115213528007e-15
"811",0,3.12618806449242e-15
"818",0,3.44930259856846e-15
"819",0,2.22044604925031e-16
"828",0,2.22044604925031e-16
"832",0,5.61135362220789e-16
"839",0,2.22044604925031e-16
"851",0,2.22044604925031e-16
"855",0,4.27018237377943e-16
"858",0,2.22044604925031e-16
"859",0,2.22044604925031e-16
"862",0,2.22044604925031e-16
"863",0,2.22044604925031e-16
"868",0,2.22044604925031e-16
"875",0,2.22044604925031e-16
"877",0,2.22044604925031e-16
"879",0,2.22044604925031e-16
"884",0,2.22044604925031e-16
"887",0,2.22044604925031e-16
"889",0,2.22044604925031e-16
"890",0,2.22044604925031e-16
"891",0,2.22044604925031e-16
"899",0,2.22044604925031e-16
"901",0,2.22044604925031e-16
"904",0,2.22044604925031e-16
"912",0,2.22044604925031e-16
"917",0,2.22044604925031e-16
"920",0,2.22044604925031e-16
"923",0,2.22044604925031e-16
"930",0,2.22044604925031e-16
"938",0,2.22044604925031e-16
"944",0,2.22044604925031e-16
"948",0,2.22044604925031e-16
"951",0,2.22044604925031e-16
"956",0,2.22044604925031e-16
"968",0,2.22044604925031e-16
"975",0,2.22044604925031e-16
"982",0,2.22044604925031e-16
"983",0,2.22044604925031e-16
"985",0,2.22044604925031e-16
"991",0,2.22044604925031e-16
"992",0,2.22044604925031e-16
"994",0,2.22044604925031e-16
"999",0,2.22044604925031e-16
"1000",0,2.22044604925031e-16
"1004",0,2.22044604925031e-16
"1011",0,2.22044604925031e-16
"1013",0,2.22044604925031e-16
"1027",0,2.22044604925031e-16
"1028",0,2.22044604925031e-16
"1031",0,2.22044604925031e-16
"1037",0,2.22044604925031e-16
"1042",0,2.22044604925031e-16
"1045",0,2.22044604925031e-16
"1047",0,2.22044604925031e-16
"1048",0,2.22044604925031e-16
"1050",0,2.22044604925031e-16
"1056",0,2.22044604925031e-16
"1057",0,2.22044604925031e-16
"1065",0,2.22044604925031e-16
"1066",0,2.22044604925031e-16
"1067",0,2.22044604925031e-16
"1070",0,2.22044604925031e-16
"1076",0,2.22044604925031e-16
"1078",0,2.22044604925031e-16
"1079",0,2.22044604925031e-16
"1086",0,2.22044604925031e-16
"1095",0,2.22044604925031e-16
"1096",0,2.22044604925031e-16
"1098",0,2.22044604925031e-16
"1102",0,2.22044604925031e-16
"1103",0,2.22044604925031e-16
"1107",0,2.22044604925031e-16
"1109",0,2.22044604925031e-16
"1113",0,2.22044604925031e-16
"1114",0,2.22044604925031e-16
"1115",0,2.22044604925031e-16
